text,language,source
pretatvāttu vimuktena % saha mātuḥ sapiṇḍakam // Ang_1.995 //,Sanskrit,GRETIL
tatpiṇḍasaṃyojanam,Sanskrit,GRETIL
strīpiṇḍaṃ bhartṛpiṇḍena $ saṃyujya vidhivatpunaḥ &,Sanskrit,GRETIL
tredhā vibhajya taṃ piṇḍaṃ % kṣipenmātrādiṣu triṣu // Ang_1.996 //,Sanskrit,GRETIL
mātuḥ sāpiṇḍyābhāvasthalam,Sanskrit,GRETIL
atra viṣṇurmataṃ svasya $ sulabhāyāvadatkila &,Sanskrit,GRETIL
kṛte pituḥ sapiṇḍatve % mātustu na sapiṇḍanam // Ang_1.997 //,Sanskrit,GRETIL
pitureva sapiṇḍatve $ tasyā api kṛtaṃ bhavet &,Sanskrit,GRETIL
strīṇāṃ pṛthaṅ na kartavyā % sapiṇḍīkaraṇakriyā // Ang_1.998 //,Sanskrit,GRETIL
dattena pālakapituḥ sāpiṇḍyam,Sanskrit,GRETIL
anyagotrapradattaścet $ tanayaḥ svapitustataḥ &,Sanskrit,GRETIL
pālakasya prakurvīta % tatpitrādisapiṇḍanam // Ang_1.999 //,Sanskrit,GRETIL
dattaputrakṛtyam,Sanskrit,GRETIL
vivādo nātra ko 'pyasti $ tādṛgdattasutaḥ pituḥ &,Sanskrit,GRETIL
svayaṃ tadbhinnagotro 'pi % tadgotre yojayecca tam // Ang_1.1000 //,Sanskrit,GRETIL
pitāmahādibhiḥ samyak $ yatprācīnaikagotrakaiḥ &,Sanskrit,GRETIL
dattapautrasya pitaraṃ % prapitāmahamukhyakaiḥ // Ang_1.1001 //,Sanskrit,GRETIL
tyaktvā pitāmahaṃ tvanya- $ gotraṃ samyak tataḥ param &,Sanskrit,GRETIL
yojayennātra sandehas % tajjaṃ tatprapitāmaham // Ang_1.1002 //,Sanskrit,GRETIL
tyaktvā samyagvicāyaiva $ svagotraireva yojanam &,Sanskrit,GRETIL
kuryāttadvidhinā no cet % pitḥṇāṃ saṃkaro bhavet // Ang_1.1003 //,Sanskrit,GRETIL
tena doṣaśca sumahān $ prabhavedeva durghaṭaḥ &,Sanskrit,GRETIL
dattaputrodbhavo yatnāt % sapiṇḍīkaraṇe pituḥ // Ang_1.1004 //,Sanskrit,GRETIL
tyajetpitāmahaṃ yatnāt $ tatputraḥ prapitāmaham &,Sanskrit,GRETIL
tatputraścettato vṛddha- % prapitāmahameva vai // Ang_1.1005 //,Sanskrit,GRETIL
evaṃ mātuḥ sapiṇḍe tu $ dattaputrodbhavaścaret &,Sanskrit,GRETIL
anyagotradattaḥ,Sanskrit,GRETIL
yadyanyagotrajo dattaḥ % santatau tatparaṃparām // Ang_1.1006 //,Sanskrit,GRETIL
catuṣkulaikaparyantaṃ $ jātānāṃ saṅkaṭaṃ mahat &,Sanskrit,GRETIL
tasmin sapiṇḍīkaraṇe % tadānīṃ samupasthite // Ang_1.1007 //,Sanskrit,GRETIL
bhavatyeva hi tatpaścāt $ pañcamādi yathākramam &,Sanskrit,GRETIL
svayameva bhavettāvat % tadvarge janmināṃ mahat // Ang_1.1008 //,Sanskrit,GRETIL
avekṣaṇaṃ jāgarūka- $ -tā ca nitye smṛte tarām &,Sanskrit,GRETIL
tasmātsagotre tanayaṃ % saṃgṛhṇīyādaputrakaḥ // Ang_1.1009 //,Sanskrit,GRETIL
śiṣṭaṃ sarvaṃ pūrvameva $ mayā samyaṅ nirūpitam &,Sanskrit,GRETIL
putre jāte tato bhūyaḥ % putrasvīkaraṇādatha // Ang_1.1010 //,Sanskrit,GRETIL
jāto 'dhikaḥ pradattāttu $ dharmataḥ sarvakarmasu &,Sanskrit,GRETIL
pituḥ śrāddhasya ṣaṇmāsāt pūrvaṃ prabhṛti kṛtyam,Sanskrit,GRETIL
pitroḥ śrāddhasya ṣaṇmāsāt % pūrvameva tadā tadā // Ang_1.1011 //,Sanskrit,GRETIL
śrāddhasmṛtiṃ prakurvanvai $ kathāḥ kāścana santatam &,Sanskrit,GRETIL
prakurvan svajanaistiṣṭhed % iṣṭān kāṃścidviśeṣakān // Ang_1.1012 //,Sanskrit,GRETIL
tilamāṣavrīhiyavān $ guḍamudgādikān madhu &,Sanskrit,GRETIL
kandamūlādikān kāṃścid % vastrakārpāsakādikān // Ang_1.1013 //,Sanskrit,GRETIL
saṃgṛhya sthāpayedyatnād $ divyacandanakhaṇḍakam &,Sanskrit,GRETIL
divyośīraṃ gugguluṃ ca % nikṣipeccāvanītale // Ang_1.1014 //,Sanskrit,GRETIL
śuṣkān śalāṭukān kāṃścid $ gopayecchrāddhahetave &,Sanskrit,GRETIL
vṛkṣeṣu kāṃścidyatnena % bhūmyantarbhūtale tathā // Ang_1.1015 //,Sanskrit,GRETIL
kusūleṣu dukūleṣu $ punaḥ kumbhaghaṭeṣu ca &,Sanskrit,GRETIL
sthāpayennikṣipedevaṃ % nikhanetkāṃścidapyuta // Ang_1.1016 //,Sanskrit,GRETIL
samīcīnāni vastūni $ dṛṣṭamātrāṇi cettadā &,Sanskrit,GRETIL
śrāddhārthamiti niścitya % proktvā svīyaiśca kevalam // Ang_1.1017 //,Sanskrit,GRETIL
gopayitvaiva yatnena $ sthāpayetpālayedapi &,Sanskrit,GRETIL
taduktitatkathātṛptāḥ % pitaro nityameva vai // Ang_1.1018 //,Sanskrit,GRETIL
āśīrbhirenaṃ satataṃ $ vardhayantyapi tāritāḥ &,Sanskrit,GRETIL
kathātṛptiḥ,Sanskrit,GRETIL
bhavanti kathayā svarge % pitṛloke ca te 'niśam // Ang_1.1019 //,Sanskrit,GRETIL
kathayā tṛptireteṣāṃ $ smṛtyoktyā vacanādapi &,Sanskrit,GRETIL
tadīyakṛtyasaṃbhāṣā- % priyavastupracāraṇaiḥ // Ang_1.1020 //,Sanskrit,GRETIL
vidyamānāgnirapi tridinātpūrvaṃ punaḥ,Sanskrit,GRETIL
yatnāddinatrayātpūrvaṃ $ vidyamānāgnirapyalam &,Sanskrit,GRETIL
punaḥsaṃdhānavidhinā % śrāddhāyāgniṃ susaṃskriyāt // Ang_1.1021 //,Sanskrit,GRETIL
śrāddhadine varjyam,Sanskrit,GRETIL
aupāsanaṃ vinā homam $ anyaṃ homaṃ tu taddine &,Sanskrit,GRETIL
na kuryādeva vidhinā % yadi kuryāttu tatpatet // Ang_1.1022 //,Sanskrit,GRETIL
śrāddhadine dānajapādi na kartavyam,Sanskrit,GRETIL
dānādhyayanadevārcā- $ japahomavratādikān &,Sanskrit,GRETIL
na kuryācchrāddhadivase % prāgviprāṇāṃ visarjanāt // Ang_1.1023 //,Sanskrit,GRETIL
na dadyādyācamānebhyaḥ $ phalapuṣpajalākṣatān &,Sanskrit,GRETIL
taṇḍulān dadhitakrājya- % śākapātratṛṇasthalam // Ang_1.1024 //,Sanskrit,GRETIL
kāṣṭhamūlakandabhāṇḍa- $ vidyāpustakabhūṣaṇam &,Sanskrit,GRETIL
ṛṇamevaṃ dhanaṃ dhānyaṃ % celaṃ vā 'nugrahādikam // Ang_1.1025 //,Sanskrit,GRETIL
kalyāṇavārtākopādi- $ cāṭupāruṣyabhāṣaṇam &,Sanskrit,GRETIL
bālanigrahatadgrāha- % tatsallāpādi varjayet // Ang_1.1026 //,Sanskrit,GRETIL
uccaiḥ saṃbhāṣaṇaṃ hasta- $ tāḍanaṃ hasanaṃ vṛthā &,Sanskrit,GRETIL
durālāpaṃ duṣṭaloka- % bhāṣaṇaṃ duṣṭaśikṣaṇam // Ang_1.1027 //,Sanskrit,GRETIL
naitāni kuryādyatnena $ pratyabde tu viśeṣataḥ &,Sanskrit,GRETIL
mṛtāhe darśe,Sanskrit,GRETIL
darśādiṣu mṛtāhaścen % mṛtāhaṃ pūrvamācaret // Ang_1.1028 //,Sanskrit,GRETIL
paścāddarśaṃ prakurvīta $ pitrorevāyamucyate &,Sanskrit,GRETIL
mṛtāhe mātāmahādiśrāddhasaṃbhave,Sanskrit,GRETIL
mātāmahasya tatpatnyā % sāpatnīmātureva ca // Ang_1.1029 //,Sanskrit,GRETIL
pituḥ śrāddhasamatvena $ procuḥ kila maharṣayaḥ &,Sanskrit,GRETIL
darśe samāgataṃ manvā- % -dikaṃ śrāddhaṃ samācaret // Ang_1.1030 //,Sanskrit,GRETIL
darśasiddhistāvatā syād $ daivataikyena kevalam &,Sanskrit,GRETIL
sapiṇḍakamapiṇḍaṃ vā % daivataikye pṛthaṅ na tu // Ang_1.1031 //,Sanskrit,GRETIL
kāryaṃ bhavati tacchrāddhaṃ $ bhinnadaivatake punaḥ &,Sanskrit,GRETIL
nityanaimittike prāpte,Sanskrit,GRETIL
pūrvaṃ naimittikaṃ kāryaṃ % pratyabde yadi tattadā // Ang_1.1032 //,Sanskrit,GRETIL
pratyabdamāgataṃ pratyā- $ sattiyogavaśāccaret &,Sanskrit,GRETIL
pituḥ śrāddhaṃ prathamato % mātuḥ śrāddhaṃ tataḥ param // Ang_1.1033 //,Sanskrit,GRETIL
paścānmātāmahasyāpi $ tatpatnyāśca tataḥ param &,Sanskrit,GRETIL
paścātsapatnīmātuḥ syāt % paścātpatnyā prakīrtitam // Ang_1.1034 //,Sanskrit,GRETIL
sutabhrātṛpitṛvyāṇāṃ $ mātulādikramātsmṛtam &,Sanskrit,GRETIL
darśe bahuśrāddhasaṃbhave,Sanskrit,GRETIL
pitrādibhinnaśrāddhānāṃ % kāruṇyānāṃ yadā punaḥ // Ang_1.1035 //,Sanskrit,GRETIL
darśādiṣvāgatānāṃ cen $ mṛtāhānāṃ tadā param &,Sanskrit,GRETIL
darśādikaṃ samāpyaiva % kāruṇyaśrāddhamācaret // Ang_1.1036 //,Sanskrit,GRETIL
kecitpatnyāḥ pitṛvyasya $ tatpatnyāśca samāgamam &,Sanskrit,GRETIL
darśādiṣu mṛtāhaṃ vai % pūrvaṃ kṛtvā tataḥ param // Ang_1.1037 //,Sanskrit,GRETIL
darśādikamanuṣṭheyam $ iti procuśca tatkṛtau &,Sanskrit,GRETIL
tasmādyathāruciparam % ātmatṛptiḥ praśasyate // Ang_1.1038 //,Sanskrit,GRETIL
vastuto 'tra punarvacmi $ pitṛvyo yadi kevalam &,Sanskrit,GRETIL
etasya paramo mukhyas % tatpatnī vāpi patnyapi // Ang_1.1039 //,Sanskrit,GRETIL
mātṛtvakāryakāraṇe $ mahatī sumahatyapi &,Sanskrit,GRETIL
tadā cettanmṛtāhaṃ tu % pūrvaṃ kṛtvā tataḥ punaḥ // Ang_1.1040 //,Sanskrit,GRETIL
darśādikaṃ prakurvīta $ na cette kevalā yadi &,Sanskrit,GRETIL
nāmamātreṇa kathitās % tadā darśādikaṃ purā // Ang_1.1041 //,Sanskrit,GRETIL
kṛtvaiva paścāttacchrāddhaṃ $ kāruṇyānāmiti sthitiḥ &,Sanskrit,GRETIL
sarvatraivaṃ prakathitaṃ % svāminaḥ sakhyureva vā // Ang_1.1042 //,Sanskrit,GRETIL
purohitācāryayośca $ pratyāsattiprabhedataḥ &,Sanskrit,GRETIL
śrāddhasya karaṇaṃ proktaṃ % punarapyupakāriṇaḥ // Ang_1.1043 //,Sanskrit,GRETIL
teṣāṃ teṣāṃ kriyābhedāc $ chrāddhānuṣṭhānamucyate &,Sanskrit,GRETIL
sarvatraivātmatuṣṭiḥ syād % viduṣaḥ paramottamā // Ang_1.1044 //,Sanskrit,GRETIL
keṣāṃcitkalpaprakāraḥ,Sanskrit,GRETIL
punarviśeṣaḥ ko 'pyasti $ pravakṣyāmyatra taṃ punaḥ &,Sanskrit,GRETIL
yatastāto yato vṛttir % yato jīvo yataḥ prasūḥ // Ang_1.1045 //,Sanskrit,GRETIL
sa svīkṛtaḥ śrāddhatithir $ bhraṣṭatyaktapitāpi vā &,Sanskrit,GRETIL
darśādiśrāddhaparato % mṛtāhaśrāddhamācaret // Ang_1.1046 //,Sanskrit,GRETIL
pitrātyantaikakalahe $ dhāvanāvasare sute &,Sanskrit,GRETIL
jāte naṣṭe ca pitari % tathā mātari tatparam // Ang_1.1047 //,Sanskrit,GRETIL
alpakālamṛtāyāṃ tu $ tattadgrāmasthitairapi &,Sanskrit,GRETIL
tadā tadā pālito yo % daivājjīvanpravardhitaḥ // Ang_1.1048 //,Sanskrit,GRETIL
dṛṣṭamātrairbālya eva $ viprabudhyaiva taistarām &,Sanskrit,GRETIL
saṃskṛtaścādhyāpitaśca % jñātājñātaikagotrakaḥ // Ang_1.1049 //,Sanskrit,GRETIL
ajñātagrāmatātādir $ jñātajātirjanoktitaḥ &,Sanskrit,GRETIL
tato vidvān mahātmā yo % yatastāta iti smṛtaḥ // Ang_1.1050 //,Sanskrit,GRETIL
evameva tathānyo 'pi $ tathāvasthāprabhedataḥ &,Sanskrit,GRETIL
yatotpattistu kathitā % ajñātagrāmasaṃbhavaḥ // Ang_1.1051 //,Sanskrit,GRETIL
svajīvanaprakāraṃ yo $ bālye dvādaśavārṣikāt &,Sanskrit,GRETIL
na vetti naṣṭajanako % yatotpattistu kathyate // Ang_1.1052 //,Sanskrit,GRETIL
mātaraṃ yo na jānāti $ svakīyajanaśūnyataḥ &,Sanskrit,GRETIL
tathā pitrādikān sarvān % procyate 'sau yataḥ prasūḥ // Ang_1.1053 //,Sanskrit,GRETIL
ta ete kila sarvepi $ vipatkālasamudbhavāḥ &,Sanskrit,GRETIL
naṣṭapitrādikajanā % daivātsaṃprāptajīvanāḥ // Ang_1.1054 //,Sanskrit,GRETIL
yaiśca kaiściddṛṣṭamātrair $ viprabudhyaikapālitaiḥ &,Sanskrit,GRETIL
avasthābhedataḥ sarve % tattannāmāṅkitāḥ smṛtāḥ // Ang_1.1055 //,Sanskrit,GRETIL
catvāraḥ kathitāḥ sadbhir $ atiduḥkhaikajīvitam &,Sanskrit,GRETIL
atibālye tato bhūyo % yauvane prāptasaṃpadaḥ // Ang_1.1056 //,Sanskrit,GRETIL
daivayogena vidvāṃsaḥ $ karmaṭhāścāpi vā bhavan &,Sanskrit,GRETIL
piturmṛtatithiṃ yo vā % jñātvā bālyena kevalam // Ang_1.1057 //,Sanskrit,GRETIL
svayameva śrāddhahetor $ mārgaśīrṣe hyamādikam &,Sanskrit,GRETIL
śāstradṛṣṭyā samālocya % sadbhirukto 'thavā gṛṇan // Ang_1.1058 //,Sanskrit,GRETIL
svasvīkṛtaśrāddhatithir $ ucyate brahmavādibhiḥ &,Sanskrit,GRETIL
bhraṣṭakriyā,Sanskrit,GRETIL
madyapānādinā bhraṣṭaḥ % pitā yasya babhūva vai // Ang_1.1059 //,Sanskrit,GRETIL
mṛtestasya paraṃ proṣya $ caturviṃśativārṣikam &,Sanskrit,GRETIL
bhraṣṭakriyā prakartavyā % putreṇa vidinātmanā // Ang_1.1060 //,Sanskrit,GRETIL
tasya śrāddhaṃ tataḥ kāryaṃ $ tādṛśasya durātmanaḥ &,Sanskrit,GRETIL
tādṛkpitṛkriyākartā % sa u bhraṣṭapitā smṛtaḥ // Ang_1.1061 //,Sanskrit,GRETIL
pitustu bhraṃśamātreṇa $ nāyaṃ bhraṣṭapitā bhavet &,Sanskrit,GRETIL
tādṛkkarmaikakaraṇa- % samayādatha tādṛśaḥ // Ang_1.1062 //,Sanskrit,GRETIL
sarvathā patitasya pañcaviṃśadvarṣātparaṃ kriyārambhaḥ,Sanskrit,GRETIL
bhavatyapi tathā tyakta- $ pitā cāpi prakathyate &,Sanskrit,GRETIL
svayaṃ caṇḍālatāṃ budhyā % prāpto yo svajanairapi // Ang_1.1063 //,Sanskrit,GRETIL
bahiṣkṛtaśca saṃtyaktas $ tādṛśaṃ pitaraṃ mṛtam &,Sanskrit,GRETIL
pañcaviṃśativarṣebhyaḥ % paraṃ putraḥ sa śāstrataḥ // Ang_1.1064 //,Sanskrit,GRETIL
ṣaḍabdaṃ ṣaḍguṇatvena $ varṣayitvātikṛcchrakaiḥ &,Sanskrit,GRETIL
mahākṛcchraistaptakṛcchraiḥ % parākātiśatairapi // Ang_1.1065 //,Sanskrit,GRETIL
cāpāgrasnānaśanakair $ mantrakumbhasahasrakaiḥ &,Sanskrit,GRETIL
gosahasrairvidhānena % saṃskuryāttasya kevalam // Ang_1.1066 //,Sanskrit,GRETIL
pratisaṃvatsaraṃ paścāt $ tādṛkcchrāddhakarastu yaḥ &,Sanskrit,GRETIL
sa u tyaktapitā jñeyas % ta ete tanayāḥ sadā // Ang_1.1067 //,Sanskrit,GRETIL
evaṃjātīyakā ye syus $ te sarve dharmatatparāḥ &,Sanskrit,GRETIL
darśādiśrāddhaparato % mṛtāhaśrādvamācaret // Ang_1.1068 //,Sanskrit,GRETIL
teṣāṃ śrāddhaikakaraṇam $ eteṣāṃ svasya kevalam &,Sanskrit,GRETIL
pratyavāyaikaśūnyāya % na ceddoṣo mahān bhavet // Ang_1.1069 //,Sanskrit,GRETIL
tatsaṃbhūtamahādoṣa- $ parihārāya vā na cet &,Sanskrit,GRETIL
prāptaye karmaṭhatvasya % na cedasya tu kevalam // Ang_1.1070 //,Sanskrit,GRETIL
śrāddhatyāgāt pratyavāyo $ bhavettasmāttathā '; 'caret &,Sanskrit,GRETIL
nityaṃ teṣāṃ mṛtāheṣu % dānadharmādikaṃ caret // Ang_1.1071 //,Sanskrit,GRETIL
viprāṇāṃ bhojanātpūrvaṃ $ niyamo 'yamudāhṛtaḥ &,Sanskrit,GRETIL
durātmanāṃ viśeṣeṇa % pūrvavaddoṣaśāntaye // Ang_1.1072 //,Sanskrit,GRETIL
śrāddhamukteḥ paraṃ teṣāṃ $ na kuryādbhūribhojanam &,Sanskrit,GRETIL
śrāddhāṅgatarpaṇaṃ pare 'hani,Sanskrit,GRETIL
paredyurvā prayatnena % śrāddhāṅgatilatarpaṇam // Ang_1.1073 //,Sanskrit,GRETIL
sadya eva prakartavyaṃ $ pūrvaṃ paścāttu vā tathā &,Sanskrit,GRETIL
abhiśravaṇamevaṃ syād % ekenaiva hi kāritam // Ang_1.1074 //,Sanskrit,GRETIL
nānnasūktaṃ tyāgakāle $ prācīnāvītikaṃ na tu &,Sanskrit,GRETIL
agnaukaraṇahome 'piṃ % taccāvaśyakamucyate // Ang_1.1075 //,Sanskrit,GRETIL
uddeśatyāgakāle savyam,Sanskrit,GRETIL
uddeśatyāgakāle ca $ savyameva bhaveddhi vai &,Sanskrit,GRETIL
madhuvātādyante na,Sanskrit,GRETIL
madhuvātādikaṃ mukter % ante naiva vadedapi // Ang_1.1076 //,Sanskrit,GRETIL
vikiraṃ na kuryāt,Sanskrit,GRETIL
vikiraṃ naiva kurvīta $ nityakarmāṇi yāni vā &,Sanskrit,GRETIL
tāni sarvāṇi sarvatra % dhṛtvā puṇḍraṃ vidhānataḥ // Ang_1.1077 //,Sanskrit,GRETIL
niveditānnataḥ pañca- $ yajñānte 'tithipūjanāt &,Sanskrit,GRETIL
pūrvaṃ teṣāṃ prakartavyaṃ % pratyabdādikakarma vai // Ang_1.1078 //,Sanskrit,GRETIL
teṣāṃ śrāddhe tyāgamātrāt $ kṛte sarvaṃ kṛtaṃ bhavet &,Sanskrit,GRETIL
vamane,Sanskrit,GRETIL
api prāpte 'pi vamane % pitṛsthānasya vā kimu // Ang_1.1079 //,Sanskrit,GRETIL
na punaḥ karaṇaṃ kuryāc $ chrāddhaśeṣaṃ samāpayet &,Sanskrit,GRETIL
pādaprakṣālane teṣāṃ % maṇḍalānarcanaṃ bhavet // Ang_1.1080 //,Sanskrit,GRETIL
pādaprakṣālanārthāya $ pradeyamudakaṃ param &,Sanskrit,GRETIL
ta ete nikhilā dharmā % mṛtāhe kevalaṃ smṛtāḥ // Ang_1.1081 //,Sanskrit,GRETIL
na darśādiṣu vijñeyās $ tatra dharmā yathoktitaḥ &,Sanskrit,GRETIL
prakartavyā viśeṣeṇa % vikāro 'tyantakutsitaḥ // Ang_1.1082 //,Sanskrit,GRETIL
mṛtāha eva kathito $ nānyato yatra kutracit &,Sanskrit,GRETIL
śrāddhānte vā paredyurvā % śakto yaḥ pitṛkarmaṇi // Ang_1.1083 //,Sanskrit,GRETIL
na kuryānmohatastūṣṇīṃ $ viprāṇāṃ bhūribhojanam &,Sanskrit,GRETIL
ardhatṛptā hi pitaro % bhaveyurnātra saṃśayaḥ // Ang_1.1084 //,Sanskrit,GRETIL
karturbhojanābhāve,Sanskrit,GRETIL
śrāddhaṃ kṛtvā tu yo mūḍho $ na bhuṅkte pitṛsevitam &,Sanskrit,GRETIL
iṣṭaiḥ putrairbandhubhiśca % brāhmaṇairbahmavādibhiḥ // Ang_1.1085 //,Sanskrit,GRETIL
ācāyairgurubhiḥ sadbhirāgatābhyāgatairapi,Sanskrit,GRETIL
pitaro naiva tṛptāḥ syur $ bhuñjīyāttena tṛptitaḥ // Ang_1.1086 //,Sanskrit,GRETIL
tadvaṃśyānāmarbhakāṇāṃ $ viprabhukteranantaram &,Sanskrit,GRETIL
tatkāṃkṣitāni vastūni % bhakṣyādīni phalānyapi // Ang_1.1087 //,Sanskrit,GRETIL
svacchandanaḥ pradeyāni $ tāvanmātreṇa te param &,Sanskrit,GRETIL
atituṣṭā mahātuṣṭāḥ % parituṣṭāḥ praharṣitāḥ // Ang_1.1088 //,Sanskrit,GRETIL
pūjitāśca bhaviṣyanti $ tasmādbālamanoratham &,Sanskrit,GRETIL
pūrayetpitṛtṛptyarthaṃ % taddineṣu viśeṣataḥ // Ang_1.1089 //,Sanskrit,GRETIL
tṛptāḥ stheti tathā prokte $ trivāraṃ pitṛsūnunā &,Sanskrit,GRETIL
bhāvayanti tadā taṃ vai % cetasā tu vayaṃ tathā // Ang_1.1090 //,Sanskrit,GRETIL
tṛptā jātāstathā tvaṃ ca $ tṛpto yadi tadā vayam &,Sanskrit,GRETIL
tṛptā bhūma na cenno 'dya % kā tṛptiriti vai tarām // Ang_1.1091 //,Sanskrit,GRETIL
dūyamānana manasā $ tiṣṭhanti kila tena vai &,Sanskrit,GRETIL
samyagbhuñjīta vai pūrvaṃ % yathā kurvan bhujikriyām // Ang_1.1092 //,Sanskrit,GRETIL
atṛptā eva no te syur $ iṣṭaiḥ putraiśca bandhubhiḥ &,Sanskrit,GRETIL
viprālaṃkaraṇe jāte % gṛhālaṃkaraṇaṃ bhavet // Ang_1.1093 //,Sanskrit,GRETIL
patnyādīnāmalaṃkāraḥ $ śiṣṭabrāhmaṇabhojanam &,Sanskrit,GRETIL
anveva bhojanaṃ taṣāṃ % taddine kriyate tu yat // Ang_1.1094 //,Sanskrit,GRETIL
tatsarvaṃ prītaye teṣāṃ $ bhavedevaṃ na cānyathā &,Sanskrit,GRETIL
yadvā tadvā prakartavyaṃ % tattatsarvaṃ prayatnataḥ // Ang_1.1095 //,Sanskrit,GRETIL
anantaraṃ viprabhukteḥ $ pitrudvāmanataḥ param &,Sanskrit,GRETIL
tatpūrvaṃ lavamātraṃ vā % vastu kiñcidapi svayam // Ang_1.1096 //,Sanskrit,GRETIL
na dadyācchrāddhakṛdvācā $ dāsyāmīti vadenna vā &,Sanskrit,GRETIL
tiladroṇavrayaḥ,Sanskrit,GRETIL
tiladroṇavrayaṃ kuryāt % taddine samupasthite // Ang_1.1097 //,Sanskrit,GRETIL
bhakṣyāstilamayāḥ kāryās $ tilakalkaṃ viśeṣataḥ &,Sanskrit,GRETIL
tilacūrṇaṃ tailapiṣṭaṃ % tilabharjanamapyuta // Ang_1.1098 //,Sanskrit,GRETIL
tilārcanaṃ tilamukhaṃ $ rakṣohananamācaret &,Sanskrit,GRETIL
tilairvikiraṇaṃ kuryād % dravyalopeṣu kṛtsnaśaḥ // Ang_1.1099 //,Sanskrit,GRETIL
samīcīnaṃ tilaiḥ kuryāt $ tilāḥ syuḥ somadevatāḥ &,Sanskrit,GRETIL
somaḥ pitḥṇāmādhāraḥ % somāyaiva tu hūyate // Ang_1.1100 //,Sanskrit,GRETIL
so 'yaṃ hi pitṛbhiḥ prītas $ taddattaṃ kavyamuttamam &,Sanskrit,GRETIL
somatṛptyaikajanakaṃ % tasmātsomahutaṃ haviḥ // Ang_1.1101 //,Sanskrit,GRETIL
tatkalāvṛddhijanakaṃ $ sā kalā pīyate hi taiḥ &,Sanskrit,GRETIL
vasvādibhiḥ pitṛbhistu % tadeva tattilaiḥ sadā // Ang_1.1102 //,Sanskrit,GRETIL
sarvaśrāddheṣu pitaraḥ $ pūjanīyā viśeṣataḥ &,Sanskrit,GRETIL
darśaśrāddhaṃ tarpaṇasvarūpeṇa,Sanskrit,GRETIL
sarvābhāve viśeṣeṇa % tilairjalavimiśritaiḥ // Ang_1.1103 //,Sanskrit,GRETIL
darśādikāni śrāddhāni $ kāryāṇyeva samantrataḥ &,Sanskrit,GRETIL
svadhā namastarpayāmi % pitaraṃ ca pitāmaham // Ang_1.1104 //,Sanskrit,GRETIL
prapitāmahamevaṃ ca $ vasvādikamayāṃstathā &,Sanskrit,GRETIL
nāmagotraikasaṃyuktān % śrāddhaṃ kṛtvāpi tatparam // Ang_1.1105 //,Sanskrit,GRETIL
tadaṅgatarpaṇaṃ kāryaṃ $ mṛtasyādau tilodakam &,Sanskrit,GRETIL
samārabhya kriyāḥ kāryās % tasmātsantastilodakam // Ang_1.1106 //,Sanskrit,GRETIL
prayamaśrāddhamevocuḥ $ śrāddhapratividhitvataḥ &,Sanskrit,GRETIL
tadevocuśca nikhilā % durbalānāṃ hitecchavaḥ // Ang_1.1107 //,Sanskrit,GRETIL
samālokyaiva śāstrāṇi $ śrutimūlāni te purā &,Sanskrit,GRETIL
manvādayo mahātmānas % tilā syustādṛśāḥ kila // Ang_1.1108 //,Sanskrit,GRETIL
satilairvidyate śrāddhaṃ $ vinā sarvatra kevalam &,Sanskrit,GRETIL
mukhyadravyaistilairadbhiḥ % paitṛkaṃ nikhilaṃ bhavet // Ang_1.1109 //,Sanskrit,GRETIL
sarveṣāṃ karmaṇāmādyā $ āpa eva viśeṣataḥ &,Sanskrit,GRETIL
paramāḥ kāraṇānīha % tasmādbrāhmaṇapuṃgavāḥ // Ang_1.1110 //,Sanskrit,GRETIL
apa eva samāśritya $ varṣante toyadā mahat &,Sanskrit,GRETIL
jalaṃ tatraiva vartante % tadeva paramaṃ sthalam // Ang_1.1111 //,Sanskrit,GRETIL
prabhūtaidhodakagrāmaḥ $ sarvadeśottamottamaḥ &,Sanskrit,GRETIL
nadītīraṃ viśeṣeṇa % tacchatādhikamucyate // Ang_1.1112 //,Sanskrit,GRETIL
tatraiva sakalā dharmā $ anuṣṭheyā hi santatam &,Sanskrit,GRETIL
nadī ca sajalā jñeyā % na tacchūnyā kadācana // Ang_1.1113 //,Sanskrit,GRETIL
iti āṅgirasam |,Sanskrit,GRETIL
ityāṅgirasasmṛtau pūrvāṅgirasaṃ samāptam |,Sanskrit,GRETIL
uttarāṅgirasam,Sanskrit,GRETIL
prathamo 'dhyāyaḥ,Sanskrit,GRETIL
viśvarūpaṃ namaskṛtya $ devaṃ tribhuvaneśvaram &,Sanskrit,GRETIL
"dharmasya darśanārthāya % aṅgirā idamabravīt // Ang_2,1.1 //",Sanskrit,GRETIL
atha trayāṇāṃ vakṣyāmi $ pramāṇaṃ vidhimāditaḥ &,Sanskrit,GRETIL
"dharmasya parṣadaścaiva % prāyaścittakramasya ca // Ang_2,1.2 //",Sanskrit,GRETIL
prāyaścittaṃ catuṣpādaṃ $ vihitaṃ dharmakartṛbhiḥ &,Sanskrit,GRETIL
"pariṣaddaśadhā proktā % trividhā vā samāsataḥ // Ang_2,1.3 //",Sanskrit,GRETIL
pramāṇābhihitaṃ yattu $ sarvamaṅgirasā tadā &,Sanskrit,GRETIL
"aprameyapramāṇasya % duḥkhenādhigamo bhavet // Ang_2,1.4 //",Sanskrit,GRETIL
tasmādaṅgirasā puṇyaṃ $ dharmaśāstramidaṃ kṛtam &,Sanskrit,GRETIL
